order_id,var_name,var_value
order_13,shipping_status_date,2023/05/26
order_14,user_id,user_754
order_14,created_at,16-08-2023
order_14,items,"[{'product_id': 'prod_72', 'quantity': 3}, {'product_id': 'prod_44', 'quantity': 3}]"
order_14,total,"R$ 1,171,36"
order_14,payment_status,não pago
order_14,payment_method,
order_14,payment_date,
order_14,shipping_status,preparando envio
order_14,shipping_status_date,2023/08/02
order_15,user_id,user_289
order_15,created_at,27-08-2023
order_15,items,"[{'product_id': 'prod_81', 'quantity': 1}, {'product_id': 'prod_76', 'quantity': 1}]"
order_15,total,"R$ 893,90"
order_15,payment_status,não pago
order_15,payment_method,
order_15,payment_date,
order_15,shipping_status,enviado
order_15,shipping_status_date,2023-08-03
order_16,user_id,user_562
order_16,created_at,2023-06-10
order_16,items,"[{'product_id': 'prod_94', 'quantity': 2}]"
order_16,total,"R$ 239,41"
order_16,payment_status,pendente
order_16,payment_method,
order_16,payment_date,
order_16,shipping_status,aguardando pagamento
order_16,shipping_status_date,2023-04-21
order_17,user_id,user_463
order_17,created_at,13-06-2023
order_17,items,"[{'product_id': 'prod_35', 'quantity': 2}, {'product_id': 'prod_2', 'quantity': 2}, {'product_id': 'prod_68', 'quantity': 3}, {'product_id': 'prod_80', 'quantity': 3}]"
order_17,total,"R$ 2,736,40"
order_17,payment_status,pago
order_17,payment_method,pix
order_17,payment_date,2023-08-15
order_17,shipping_status,aguardando pagamento
order_17,shipping_status_date,2023-12-14
order_18,user_id,user_295
order_18,created_at,24-11-2023
order_18,items,"[{'product_id': 'prod_57', 'quantity': 3}, {'product_id': 'prod_74', 'quantity': 3}, {'product_id': 'prod_92', 'quantity': 1}, {'product_id': 'prod_21', 'quantity': 2}]"
order_18,total,"R$ 240,46"
order_18,payment_status,pendente
order_18,payment_method,
order_18,payment_date,
order_18,shipping_status,enviado
order_18,shipping_status_date,2023/04/27
order_19,user_id,user_187
order_19,created_at,2023-08-30
order_19,items,"[{'product_id': 'prod_67', 'quantity': 2}, {'product_id': 'prod_41', 'quantity': 1}, {'product_id': 'prod_8', 'quantity': 1}]"
order_19,total,"R$ 942,27"
order_19,payment_status,não pago
order_19,payment_method,
order_19,payment_date,
order_19,shipping_status,preparando envio
order_19,shipping_status_date,2023-09-26
order_20,user_id,user_984
order_20,created_at,2023/05/26
order_20,items,"[{'product_id': 'prod_3', 'quantity': 3}, {'product_id': 'prod_100', 'quantity': 3}, {'product_id': 'prod_54', 'quantity': 1}, {'product_id': 'prod_37', 'quantity': 3}]"
order_20,total,"R$ 1,810,70"
order_20,payment_status,pago
order_20,payment_method,pix
order_20,payment_date,04-06-2023
order_20,shipping_status,entregue
order_20,shipping_status_date,2023-07-07
order_21,user_id,user_80
order_21,created_at,30-06-2023
order_21,items,"[{'product_id': 'prod_5', 'quantity': 3}]"
order_21,total,"R$ 2,950,62"
order_21,payment_status,pendente
order_21,payment_method,
order_21,payment_date,
order_21,shipping_status,enviado
order_21,shipping_status_date,2023/08/06
order_22,user_id,user_828
order_22,created_at,20-10-2023
order_22,items,"[{'product_id': 'prod_82', 'quantity': 2}]"
order_22,total,"R$ 950,32"
order_22,payment_status,pendente
order_22,payment_method,
order_22,payment_date,
order_22,shipping_status,entregue
order_22,shipping_status_date,2023/11/07
order_23,user_id,user_34
order_23,created_at,14-06-2023
order_23,items,"[{'product_id': 'prod_29', 'quantity': 3}]"
order_23,total,"R$ 1,889,25"
order_23,payment_status,não pago
order_23,payment_method,
order_23,payment_date,
order_23,shipping_status,entregue
order_23,shipping_status_date,2023/07/31
order_24,user_id,user_390
order_24,created_at,24-06-2023
order_24,items,"[{'product_id': 'prod_13', 'quantity': 2}]"
order_24,total,"R$ 2,164,79"
order_24,payment_status,pendente
order_24,payment_method,
order_24,payment_date,
order_24,shipping_status,aguardando pagamento
order_24,shipping_status_date,2023-12-25
order_25,user_id,user_373
order_25,created_at,2023/06/29
order_25,items,"[{'product_id': 'prod_75', 'quantity': 2}, {'product_id': 'prod_97', 'quantity': 2}, {'product_id': 'prod_46', 'quantity': 2}, {'product_id': 'prod_25', 'quantity': 3}]"
order_25,total,"R$ 410,84"
order_25,payment_status,pago
order_25,payment_method,pix
order_25,payment_date,2023-10-18
order_25,shipping_status,preparando envio
order_25,shipping_status_date,2023/01/01
order_26,user_id,user_894
order_26,created_at,2023-09-03
order_26,items,"[{'product_id': 'prod_42', 'quantity': 3}, {'product_id': 'prod_60', 'quantity': 2}, {'product_id': 'prod_17', 'quantity': 3}, {'product_id': 'prod_12', 'quantity': 3}]"
order_26,total,"R$ 1,576,14"
order_26,payment_status,pago
order_26,payment_method,boleto
order_26,payment_date,2023/04/28
order_26,shipping_status,entregue
order_26,shipping_status_date,2023-01-08
order_27,user_id,user_967
order_27,created_at,16-05-2023
order_27,items,"[{'product_id': 'prod_53', 'quantity': 1}, {'product_id': 'prod_49', 'quantity': 3}, {'product_id': 'prod_92', 'quantity': 2}, {'product_id': 'prod_35', 'quantity': 1}]"
order_27,total,"R$ 1,039,62"
order_27,payment_status,pendente
order_27,payment_method,
order_27,payment_date,
order_27,shipping_status,enviado
order_27,shipping_status_date,2023/11/11
order_28,user_id,user_839
order_28,created_at,2023/08/10
order_28,items,"[{'product_id': 'prod_50', 'quantity': 2}, {'product_id': 'prod_79', 'quantity': 1}, {'product_id': 'prod_65', 'quantity': 1}]"
order_28,total,"R$ 1,933,57"
order_28,payment_status,pendente
order_28,payment_method,
order_28,payment_date,
order_28,shipping_status,aguardando pagamento
order_28,shipping_status_date,06-04-2023
order_29,user_id,user_832
order_29,created_at,21-05-2023
order_29,items,"[{'product_id': 'prod_3', 'quantity': 3}, {'product_id': 'prod_65', 'quantity': 2}, {'product_id': 'prod_73', 'quantity': 1}]"
order_29,total,"R$ 562,65"
order_29,payment_status,pendente
order_29,payment_method,
order_29,payment_date,
order_29,shipping_status,preparando envio
order_29,shipping_status_date,2023-09-25
order_30,user_id,user_661
order_30,created_at,2023-12-19
order_30,items,"[{'product_id': 'prod_98', 'quantity': 2}, {'product_id': 'prod_22', 'quantity': 2}, {'product_id': 'prod_82', 'quantity': 2}]"
order_30,total,"R$ 870,87"
order_30,payment_status,pendente
order_30,payment_method,
order_30,payment_date,
order_30,shipping_status,preparando envio
order_30,shipping_status_date,2023-10-16
order_31,user_id,user_748
order_31,created_at,08-05-2023
order_31,items,"[{'product_id': 'prod_28', 'quantity': 1}, {'product_id': 'prod_4', 'quantity': 3}, {'product_id': 'prod_16', 'quantity': 3}, {'product_id': 'prod_58', 'quantity': 1}]"
order_31,total,"R$ 2,007,41"
order_31,payment_status,pago
order_31,payment_method,dinheiro
order_31,payment_date,2023/04/21
order_31,shipping_status,aguardando pagamento
order_31,shipping_status_date,2023/04/10
order_32,user_id,user_317
order_32,created_at,2023/11/26
order_32,items,"[{'product_id': 'prod_7', 'quantity': 1}]"
order_32,total,"R$ 1,608,04"
order_32,payment_status,não pago
order_32,payment_method,
order_32,payment_date,
order_32,shipping_status,preparando envio
order_32,shipping_status_date,2023-12-29
order_33,user_id,user_264
order_33,created_at,16-01-2023
order_33,items,"[{'product_id': 'prod_8', 'quantity': 3}, {'product_id': 'prod_62', 'quantity': 3}, {'product_id': 'prod_100', 'quantity': 3}]"
order_33,total,"R$ 2,003,25"
order_33,payment_status,não pago
order_33,payment_method,
order_33,payment_date,
order_33,shipping_status,preparando envio
order_33,shipping_status_date,2023/04/20
order_34,user_id,user_565
order_34,created_at,2023/08/04
order_34,items,"[{'product_id': 'prod_20', 'quantity': 2}, {'product_id': 'prod_29', 'quantity': 2}, {'product_id': 'prod_84', 'quantity': 1}]"
order_34,total,"R$ 2,198,21"
order_34,payment_status,não pago
order_34,payment_method,
order_34,payment_date,
order_34,shipping_status,aguardando pagamento
order_34,shipping_status_date,2023-01-16
order_35,user_id,user_283
order_35,created_at,2023/11/15
order_35,items,"[{'product_id': 'prod_89', 'quantity': 3}]"
order_35,total,"R$ 125,05"
order_35,payment_status,pago
order_35,payment_method,pix
order_35,payment_date,2023-01-29
order_35,shipping_status,enviado
order_35,shipping_status_date,2023-01-11
order_36,user_id,user_523
order_36,created_at,11-10-2023
order_36,items,"[{'product_id': 'prod_67', 'quantity': 2}]"
order_36,total,"R$ 2,219,78"
order_36,payment_status,pendente
order_36,payment_method,
order_36,payment_date,
order_36,shipping_status,enviado
order_36,shipping_status_date,2023/07/28
order_37,user_id,user_387
order_37,created_at,2023/11/10
order_37,items,"[{'product_id': 'prod_42', 'quantity': 3}, {'product_id': 'prod_53', 'quantity': 1}, {'product_id': 'prod_95', 'quantity': 1}, {'product_id': 'prod_63', 'quantity': 2}]"
order_37,total,"R$ 931,41"
order_37,payment_status,pendente
order_37,payment_method,
order_37,payment_date,
order_37,shipping_status,enviado
order_37,shipping_status_date,2023/06/14
order_38,user_id,user_357
order_38,created_at,2023/05/06
order_38,items,"[{'product_id': 'prod_28', 'quantity': 2}]"
order_38,total,"R$ 2,435,18"
order_38,payment_status,não pago
order_38,payment_method,
order_38,payment_date,
order_38,shipping_status,entregue
order_38,shipping_status_date,19-02-2023
order_39,user_id,user_124
order_39,created_at,25-01-2023
order_39,items,"[{'product_id': 'prod_52', 'quantity': 1}]"
order_39,total,"R$ 2,140,86"
order_39,payment_status,pendente
order_39,payment_method,
order_39,payment_date,
order_39,shipping_status,preparando envio
order_39,shipping_status_date,2023/12/13
order_40,user_id,user_399
order_40,created_at,2023/02/25
order_40,items,"[{'product_id': 'prod_69', 'quantity': 3}]"
order_40,total,"R$ 2,825,22"
order_40,payment_status,pendente
order_40,payment_method,
order_40,payment_date,
order_40,shipping_status,aguardando pagamento
order_40,shipping_status_date,2023/07/27
order_41,user_id,user_770
order_41,created_at,21-01-2023
order_41,items,"[{'product_id': 'prod_18', 'quantity': 3}, {'product_id': 'prod_100', 'quantity': 3}, {'product_id': 'prod_52', 'quantity': 3}, {'product_id': 'prod_98', 'quantity': 3}]"
order_41,total,"R$ 2,690,35"
order_41,payment_status,não pago
order_41,payment_method,
order_41,payment_date,
order_41,shipping_status,aguardando pagamento
order_41,shipping_status_date,09-05-2023
order_42,user_id,user_430
order_42,created_at,2023/07/31
order_42,items,"[{'product_id': 'prod_66', 'quantity': 1}, {'product_id': 'prod_12', 'quantity': 2}]"
order_42,total,"R$ 1,170,22"
order_42,payment_status,pago
order_42,payment_method,débito
order_42,payment_date,2023/03/13
order_42,shipping_status,enviado
order_42,shipping_status_date,17-07-2023
order_43,user_id,user_261
order_43,created_at,2023-11-22
order_43,items,"[{'product_id': 'prod_71', 'quantity': 3}, {'product_id': 'prod_23', 'quantity': 1}]"
order_43,total,"R$ 2,639,79"
order_43,payment_status,pendente
order_43,payment_method,
order_43,payment_date,
order_43,shipping_status,entregue
order_43,shipping_status_date,21-03-2023
order_44,user_id,user_147
order_44,created_at,06-08-2023
order_44,items,"[{'product_id': 'prod_23', 'quantity': 2}, {'product_id': 'prod_74', 'quantity': 3}]"
order_44,total,"R$ 511,05"
order_44,payment_status,pago
order_44,payment_method,boleto
order_44,payment_date,23-05-2023
order_44,shipping_status,preparando envio
order_44,shipping_status_date,05-07-2023
order_45,user_id,user_928
order_45,created_at,2023/12/23
order_45,items,"[{'product_id': 'prod_18', 'quantity': 2}, {'product_id': 'prod_43', 'quantity': 3}, {'product_id': 'prod_50', 'quantity': 2}, {'product_id': 'prod_25', 'quantity': 1}]"
order_45,total,"R$ 1,898,61"
order_45,payment_status,pago
order_45,payment_method,pix
order_45,payment_date,2023/08/21
order_45,shipping_status,preparando envio
order_45,shipping_status_date,2023-01-16
order_46,user_id,user_290
order_46,created_at,2023-02-25
order_46,items,"[{'product_id': 'prod_98', 'quantity': 1}]"
order_46,total,"R$ 2,364,42"
order_46,payment_status,pendente
order_46,payment_method,
order_46,payment_date,
order_46,shipping_status,preparando envio
order_46,shipping_status_date,12-01-2023
order_47,user_id,user_216
order_47,created_at,2023-01-20
order_47,items,"[{'product_id': 'prod_52', 'quantity': 2}]"
order_47,total,"R$ 2,966,70"
order_47,payment_status,não pago
order_47,payment_method,
order_47,payment_date,
order_47,shipping_status,enviado
order_47,shipping_status_date,2023/04/13
order_48,user_id,user_536
order_48,created_at,2023/07/19
order_48,items,"[{'product_id': 'prod_70', 'quantity': 1}, {'product_id': 'prod_7', 'quantity': 1}]"
order_48,total,"R$ 2,752,48"
order_48,payment_status,não pago
order_48,payment_method,
order_48,payment_date,
order_48,shipping_status,preparando envio
order_48,shipping_status_date,2023-07-12
order_49,user_id,user_687
order_49,created_at,2023/03/28
order_49,items,"[{'product_id': 'prod_99', 'quantity': 1}, {'product_id': 'prod_24', 'quantity': 1}]"
order_49,total,"R$ 2,246,73"
order_49,payment_status,pago
order_49,payment_method,débito
order_49,payment_date,2023/06/27
order_49,shipping_status,preparando envio
order_49,shipping_status_date,2023/09/03
order_50,user_id,user_531
order_50,created_at,2023/11/24
order_50,items,"[{'product_id': 'prod_79', 'quantity': 2}, {'product_id': 'prod_78', 'quantity': 1}]"
order_50,total,"R$ 712,95"
order_50,payment_status,pago
order_50,payment_method,dinheiro
order_50,payment_date,2023-06-07
order_50,shipping_status,entregue
order_50,shipping_status_date,2023/07/01
order_51,user_id,user_755
order_51,created_at,2023/12/06
order_51,items,"[{'product_id': 'prod_94', 'quantity': 3}, {'product_id': 'prod_22', 'quantity': 1}]"
order_51,total,"R$ 2,257,12"
order_51,payment_status,pago
order_51,payment_method,crédito
order_51,payment_date,2023-01-24
order_51,shipping_status,enviado
order_51,shipping_status_date,2023/05/28
order_52,user_id,user_439
order_52,created_at,09-12-2023
order_52,items,"[{'product_id': 'prod_10', 'quantity': 1}, {'product_id': 'prod_35', 'quantity': 2}, {'product_id': 'prod_100', 'quantity': 2}, {'product_id': 'prod_70', 'quantity': 1}]"
order_52,total,"R$ 572,50"
order_52,payment_status,pago
order_52,payment_method,dinheiro
order_52,payment_date,2023-10-30
order_52,shipping_status,aguardando pagamento
order_52,shipping_status_date,2023/08/12
order_53,user_id,user_696
order_53,created_at,03-01-2023
order_53,items,"[{'product_id': 'prod_52', 'quantity': 3}, {'product_id': 'prod_83', 'quantity': 3}]"
order_53,total,"R$ 2,814,86"
order_53,payment_status,pendente
order_53,payment_method,
order_53,payment_date,
order_53,shipping_status,entregue
order_53,shipping_status_date,27-07-2023
order_54,user_id,user_616
order_54,created_at,09-02-2023
order_54,items,"[{'product_id': 'prod_27', 'quantity': 2}, {'product_id': 'prod_26', 'quantity': 2}, {'product_id': 'prod_94', 'quantity': 3}, {'product_id': 'prod_58', 'quantity': 1}]"
order_54,total,"R$ 1,765,51"
order_54,payment_status,pendente
order_54,payment_method,
order_54,payment_date,
order_54,shipping_status,preparando envio
order_54,shipping_status_date,21-04-2023
order_55,user_id,user_260
order_55,created_at,2023/05/23
order_55,items,"[{'product_id': 'prod_62', 'quantity': 2}]"
order_55,total,"R$ 2,610,84"
order_55,payment_status,não pago
order_55,payment_method,
order_55,payment_date,
order_55,shipping_status,enviado
order_55,shipping_status_date,29-08-2023
order_56,user_id,user_483
order_56,created_at,20-03-2023
order_56,items,"[{'product_id': 'prod_86', 'quantity': 2}, {'product_id': 'prod_73', 'quantity': 3}, {'product_id': 'prod_31', 'quantity': 3}, {'product_id': 'prod_95', 'quantity': 1}]"
order_56,total,"R$ 1,510,25"
order_56,payment_status,não pago
order_56,payment_method,
order_56,payment_date,
order_56,shipping_status,aguardando pagamento
order_56,shipping_status_date,2023-08-20
order_57,user_id,user_43
order_57,created_at,2023/04/22
order_57,items,"[{'product_id': 'prod_58', 'quantity': 1}]"
order_57,total,"R$ 1,419,37"
order_57,payment_status,não pago
order_57,payment_method,
order_57,payment_date,
order_57,shipping_status,preparando envio
order_57,shipping_status_date,2023-07-07
order_58,user_id,user_619
order_58,created_at,2023-12-04
order_58,items,"[{'product_id': 'prod_44', 'quantity': 3}, {'product_id': 'prod_40', 'quantity': 3}, {'product_id': 'prod_62', 'quantity': 3}]"
order_58,total,"R$ 2,066,93"
order_58,payment_status,não pago
order_58,payment_method,
order_58,payment_date,
order_58,shipping_status,aguardando pagamento
order_58,shipping_status_date,2023/09/29
order_59,user_id,user_860
order_59,created_at,2023-11-11
order_59,items,"[{'product_id': 'prod_69', 'quantity': 1}, {'product_id': 'prod_51', 'quantity': 3}]"
order_59,total,"R$ 1,743,92"
order_59,payment_status,pendente
order_59,payment_method,
order_59,payment_date,
order_59,shipping_status,aguardando pagamento
order_59,shipping_status_date,05-10-2023
order_60,user_id,user_253
order_60,created_at,2023-02-18
order_60,items,"[{'product_id': 'prod_23', 'quantity': 2}, {'product_id': 'prod_92', 'quantity': 2}]"
order_60,total,"R$ 2,950,73"
order_60,payment_status,pago
order_60,payment_method,pix
order_60,payment_date,07-06-2023
order_60,shipping_status,preparando envio
order_60,shipping_status_date,2023-04-20
order_61,user_id,user_613
order_61,created_at,2023-06-28
order_61,items,"[{'product_id': 'prod_87', 'quantity': 1}, {'product_id': 'prod_40', 'quantity': 2}]"
order_61,total,"R$ 642,71"
order_61,payment_status,pago
order_61,payment_method,crédito
order_61,payment_date,2023/06/08
order_61,shipping_status,entregue
order_61,shipping_status_date,2023-06-17
order_62,user_id,user_102
order_62,created_at,2023-02-23
order_62,items,"[{'product_id': 'prod_23', 'quantity': 1}, {'product_id': 'prod_35', 'quantity': 1}, {'product_id': 'prod_53', 'quantity': 1}, {'product_id': 'prod_41', 'quantity': 2}]"
order_62,total,"R$ 2,097,97"
order_62,payment_status,pago
order_62,payment_method,pix
order_62,payment_date,24-04-2023
order_62,shipping_status,enviado
order_62,shipping_status_date,2023-05-25
order_63,user_id,user_307
order_63,created_at,2023-12-10
order_63,items,"[{'product_id': 'prod_10', 'quantity': 2}, {'product_id': 'prod_64', 'quantity': 2}, {'product_id': 'prod_3', 'quantity': 1}, {'product_id': 'prod_5', 'quantity': 3}]"
order_63,total,"R$ 1,269,58"
order_63,payment_status,pago
order_63,payment_method,dinheiro
order_63,payment_date,22-08-2023
order_63,shipping_status,enviado
order_63,shipping_status_date,19-05-2023
order_64,user_id,user_675
order_64,created_at,03-04-2023
order_64,items,"[{'product_id': 'prod_92', 'quantity': 1}]"
order_64,total,"R$ 891,17"
order_64,payment_status,pendente
order_64,payment_method,
order_64,payment_date,
order_64,shipping_status,enviado
order_64,shipping_status_date,05-07-2023
order_65,user_id,user_390
order_65,created_at,07-04-2023
order_65,items,"[{'product_id': 'prod_77', 'quantity': 3}, {'product_id': 'prod_96', 'quantity': 1}, {'product_id': 'prod_70', 'quantity': 2}]"
order_65,total,"R$ 2,231,23"
order_65,payment_status,pendente
order_65,payment_method,
order_65,payment_date,
order_65,shipping_status,entregue
order_65,shipping_status_date,03-04-2023
order_66,user_id,user_715
order_66,created_at,2023/04/29
order_66,items,"[{'product_id': 'prod_12', 'quantity': 1}, {'product_id': 'prod_4', 'quantity': 1}, {'product_id': 'prod_46', 'quantity': 1}, {'product_id': 'prod_34', 'quantity': 3}]"
order_66,total,"R$ 1,596,44"
order_66,payment_status,não pago
order_66,payment_method,
order_66,payment_date,
order_66,shipping_status,preparando envio
order_66,shipping_status_date,2023/11/12
order_67,user_id,user_220
order_67,created_at,2023-11-26
order_67,items,"[{'product_id': 'prod_42', 'quantity': 3}, {'product_id': 'prod_8', 'quantity': 3}, {'product_id': 'prod_77', 'quantity': 3}, {'product_id': 'prod_35', 'quantity': 3}]"
order_67,total,"R$ 2,221,32"
order_67,payment_status,pago
order_67,payment_method,dinheiro
order_67,payment_date,2023/11/13
order_67,shipping_status,entregue
order_67,shipping_status_date,2023-04-12
order_68,user_id,user_930
order_68,created_at,05-06-2023
order_68,items,"[{'product_id': 'prod_67', 'quantity': 1}, {'product_id': 'prod_78', 'quantity': 3}, {'product_id': 'prod_15', 'quantity': 3}]"
order_68,total,"R$ 2,449,94"
order_68,payment_status,pendente
order_68,payment_method,
order_68,payment_date,
order_68,shipping_status,preparando envio
order_68,shipping_status_date,2023/11/30
order_69,user_id,user_767
order_69,created_at,13-06-2023
order_69,items,"[{'product_id': 'prod_58', 'quantity': 3}, {'product_id': 'prod_16', 'quantity': 2}, {'product_id': 'prod_36', 'quantity': 3}, {'product_id': 'prod_30', 'quantity': 1}]"
order_69,total,"R$ 2,811,61"
order_69,payment_status,não pago
order_69,payment_method,
order_69,payment_date,
order_69,shipping_status,enviado
order_69,shipping_status_date,08-08-2023
order_70,user_id,user_605
order_70,created_at,2023/01/02
order_70,items,"[{'product_id': 'prod_81', 'quantity': 2}]"
order_70,total,"R$ 897,03"
order_70,payment_status,pendente
order_70,payment_method,
order_70,payment_date,
order_70,shipping_status,entregue
order_70,shipping_status_date,2023-06-30
order_71,user_id,user_330
order_71,created_at,07-04-2023
order_71,items,"[{'product_id': 'prod_71', 'quantity': 2}]"
order_71,total,"R$ 2,395,85"
order_71,payment_status,não pago
order_71,payment_method,
order_71,payment_date,
order_71,shipping_status,aguardando pagamento
order_71,shipping_status_date,2023/11/15
order_72,user_id,user_352
order_72,created_at,18-05-2023
order_72,items,"[{'product_id': 'prod_46', 'quantity': 1}, {'product_id': 'prod_60', 'quantity': 1}, {'product_id': 'prod_19', 'quantity': 2}]"
order_72,total,"R$ 1,374,61"
order_72,payment_status,pendente
order_72,payment_method,
order_72,payment_date,
order_72,shipping_status,entregue
order_72,shipping_status_date,2023/11/24
order_73,user_id,user_131
order_73,created_at,2023/05/15
order_73,items,"[{'product_id': 'prod_68', 'quantity': 1}, {'product_id': 'prod_91', 'quantity': 3}]"
order_73,total,"R$ 1,861,26"
order_73,payment_status,pago
order_73,payment_method,dinheiro
order_73,payment_date,05-04-2023
order_73,shipping_status,aguardando pagamento
order_73,shipping_status_date,2023-07-20
order_74,user_id,user_974
order_74,created_at,2023/08/12
order_74,items,"[{'product_id': 'prod_31', 'quantity': 2}, {'product_id': 'prod_46', 'quantity': 2}, {'product_id': 'prod_44', 'quantity': 3}]"
order_74,total,"R$ 2,131,53"
order_74,payment_status,não pago
order_74,payment_method,
order_74,payment_date,
order_74,shipping_status,aguardando pagamento
order_74,shipping_status_date,2023-07-12
order_75,user_id,user_803
order_75,created_at,23-07-2023
order_75,items,"[{'product_id': 'prod_17', 'quantity': 3}, {'product_id': 'prod_60', 'quantity': 2}, {'product_id': 'prod_64', 'quantity': 3}]"
order_75,total,"R$ 1,614,00"
order_75,payment_status,pago
order_75,payment_method,dinheiro
order_75,payment_date,2023/01/03
order_75,shipping_status,aguardando pagamento
order_75,shipping_status_date,2023/02/26
order_76,user_id,user_665
order_76,created_at,04-12-2023
order_76,items,"[{'product_id': 'prod_97', 'quantity': 3}]"
order_76,total,"R$ 1,544,71"
order_76,payment_status,pago
order_76,payment_method,pix
order_76,payment_date,2023/08/07
order_76,shipping_status,aguardando pagamento
order_76,shipping_status_date,2023/05/11
order_77,user_id,user_264
order_77,created_at,2023-07-06
order_77,items,"[{'product_id': 'prod_22', 'quantity': 2}, {'product_id': 'prod_46', 'quantity': 2}]"
order_77,total,"R$ 1,624,13"
order_77,payment_status,pendente
order_77,payment_method,
order_77,payment_date,
order_77,shipping_status,aguardando pagamento
order_77,shipping_status_date,2023/02/15
order_78,user_id,user_107
